features,pm25
"[33.0,40.0,95.0,20.0,46.0,11.0,13.0,-6.0,100.42]",106.0
"[33.0,40.0,131.0,21.0,42.0,-7.0,12.0,-2.0,125.67]",124.0
"[33.0,41.0,61.0,30.0,54.0,41.0,3.0,-13.0,73.33]",102.0
"[33.0,41.0,196.0,32.0,42.0,-64.0,1.0,-1.0,179.67]",132.0
"[33.0,43.0,59.0,26.0,57.0,-1.0,7.0,-14.0,59.33]",58.0
"[33.0,43.0,61.0,28.0,49.0,-19.0,5.0,-6.0,53.33]",42.0
"[33.0,44.0,28.0,34.0,58.0,1.0,-1.0,-14.0,27.0]",29.0
"[33.0,44.0,108.0,28.0,59.0,-3.0,5.0,-15.0,104.42]",105.0
"[33.0,45.0,40.0,20.0,67.0,20.0,13.0,-22.0,44.67]",60.0
"[33.0,45.0,86.0,27.0,61.0,13.0,6.0,-16.0,90.0]",99.0
"[33.0,45.0,100.25404591644713,30.0,46.0,0.0,3.0,-1.0,100.25]",100.25404591644713
"[33.0,46.0,51.0,29.0,67.0,-1.0,4.0,-21.0,44.33]",50.0
"[33.0,47.0,17.0,31.0,66.0,2.0,2.0,-19.0,16.67]",19.0
"[33.0,47.0,30.0,27.0,79.0,0.0,6.0,-32.0,27.33]",30.0
"[33.0,47.0,144.0,30.0,47.0,29.0,3.0,0.0,149.67]",173.0
"[33.0,47.0,343.0,32.0,46.0,-57.0,1.0,1.0,333.33]",286.0
"[33.0,49.0,94.0,30.0,78.0,-16.0,3.0,-29.0,93.33]",78.0
"[33.0,50.0,51.0,23.0,33.0,-11.0,10.0,17.0,49.0]",40.0
"[33.0,50.0,73.0,33.0,36.0,4.0,0.0,14.0,77.33]",77.0
"[33.0,50.0,90.0,26.0,30.0,4.0,7.0,20.0,89.0]",94.0
"[33.0,50.0,181.0,23.0,54.0,-23.0,10.0,-4.0,164.67]",158.0
"[33.0,50.0,203.0,21.0,46.0,3.0,12.0,4.0,204.33]",206.0
"[33.0,51.0,41.0,30.0,51.0,3.0,3.0,0.0,41.0]",44.0
"[33.0,51.0,70.0,22.0,44.0,-8.0,11.0,7.0,73.33]",62.0
"[33.0,51.0,150.0,23.0,72.0,15.0,10.0,-21.0,149.67]",165.0
"[33.0,51.0,382.0,23.0,78.0,-52.0,10.0,-27.0,381.0]",330.0
"[33.0,53.0,31.0,33.0,51.0,18.0,0.0,2.0,35.0]",49.0
"[33.0,54.0,50.0,24.0,66.0,-2.0,9.0,-12.0,49.33]",48.0
"[33.0,54.0,93.0,31.0,44.0,-9.0,2.0,10.0,89.67]",84.0
"[33.0,54.0,165.0,26.0,50.0,9.0,7.0,4.0,167.67]",174.0
"[33.0,55.0,34.0,30.0,35.0,15.0,3.0,20.0,38.67]",49.0
"[33.0,56.0,56.0,25.0,73.0,36.0,8.0,-17.0,68.67]",92.0
"[33.0,56.0,63.0,21.0,41.0,3.0,12.0,15.0,58.67]",66.0
"[33.0,56.0,174.0,22.0,30.0,-21.0,11.0,26.0,167.67]",153.0
"[33.0,57.0,23.0,23.0,80.0,3.0,10.0,-23.0,23.0]",26.0
"[33.0,57.0,120.0,34.0,74.0,9.0,-1.0,-17.0,118.33]",129.0
"[33.0,57.0,135.0,29.0,77.0,-3.0,4.0,-20.0,132.0]",132.0
"[33.0,57.0,158.0,29.0,66.0,-7.0,4.0,-9.0,155.0]",151.0
"[33.0,57.0,396.0,30.0,78.0,-32.0,3.0,-21.0,380.0]",364.0
"[33.0,58.0,32.0,22.0,38.0,-14.0,11.0,20.0,33.0]",18.0
"[33.0,58.0,37.0,34.0,64.0,5.0,-1.0,-6.0,37.67]",42.0
"[33.0,58.0,92.0,25.0,57.0,8.0,8.0,1.0,87.67]",100.0
"[33.0,58.0,107.0,20.0,69.0,-6.0,13.0,-11.0,104.0]",101.0
"[33.0,59.0,64.0,33.0,77.0,-8.0,0.0,-18.0,67.67]",56.0
"[33.0,59.0,65.0,22.0,76.0,33.0,11.0,-17.0,77.33]",98.0
"[33.0,59.0,88.0,29.0,53.0,-2.0,4.0,6.0,89.0]",86.0
"[33.0,59.0,352.0,27.0,66.0,-19.0,6.0,-7.0,343.33]",333.0
"[33.0,60.0,72.0,20.0,58.0,-9.0,13.0,2.0,82.0]",63.0
"[33.0,60.0,75.0,33.0,38.0,7.0,0.0,22.0,72.33]",82.0
"[33.0,60.0,202.0,24.0,64.0,-15.0,9.0,-4.0,207.33]",187.0
"[33.0,61.0,28.0,33.0,69.0,10.0,0.0,-8.0,30.67]",38.0
"[33.0,61.0,33.0,20.0,59.0,0.0,13.0,2.0,31.33]",33.0
"[33.0,61.0,61.0,35.0,46.0,-20.0,-2.0,15.0,57.67]",41.0
"[33.0,61.0,97.0,27.0,75.0,-9.0,6.0,-14.0,96.0]",88.0
"[33.0,62.0,48.0,34.0,40.0,-3.0,-1.0,22.0,42.33]",45.0
"[33.0,62.0,69.0,20.0,72.0,2.0,13.0,-10.0,69.33]",71.0
"[33.0,62.0,69.0,32.0,64.0,-3.0,1.0,-2.0,71.33]",66.0
"[33.0,62.0,89.0,25.0,42.0,-32.0,8.0,20.0,67.67]",57.0
"[33.0,63.0,24.0,30.0,47.0,8.0,3.0,16.0,25.33]",32.0
"[33.0,63.0,30.0,29.0,58.0,19.0,4.0,5.0,38.33]",49.0
"[33.0,63.0,40.0,31.0,36.0,4.0,2.0,27.0,38.33]",44.0
"[33.0,63.0,58.0,31.0,56.0,-1.0,2.0,7.0,52.67]",57.0
"[33.0,63.0,63.0,25.0,39.0,3.0,8.0,24.0,62.33]",66.0
"[33.0,63.0,69.0,34.0,63.0,7.0,-1.0,0.0,68.0]",76.0
"[33.0,63.0,70.0,33.0,68.0,-13.0,0.0,-5.0,72.0]",57.0
"[33.0,63.0,114.0,34.0,48.0,8.0,-1.0,15.0,112.0]",122.0
"[33.0,63.0,190.0,31.0,79.0,-11.0,2.0,-16.0,183.0]",179.0
"[33.0,64.0,217.0,32.0,59.0,-44.0,1.0,5.0,205.67]",173.0
"[33.0,65.0,96.0,35.0,79.0,3.0,-2.0,-14.0,100.33]",99.0
"[33.0,65.0,100.25404591644713,22.0,62.0,0.0,11.0,3.0,100.25]",100.25404591644713
"[33.0,65.0,100.25404591644713,22.0,70.0,0.0,11.0,-5.0,100.25]",100.25404591644713
"[33.0,66.0,39.0,31.0,58.0,-6.0,2.0,8.0,42.67]",33.0
"[33.0,66.0,110.0,20.0,44.0,-6.0,13.0,22.0,103.67]",104.0
"[33.0,66.0,124.0,34.0,55.0,-3.0,-1.0,11.0,121.0]",121.0
"[33.0,67.0,36.0,25.0,31.0,-1.0,8.0,36.0,33.0]",35.0
"[33.0,67.0,56.0,28.0,44.0,11.0,5.0,23.0,59.0]",67.0
"[33.0,67.0,111.0,26.0,41.0,-14.0,7.0,26.0,109.33]",97.0
"[33.0,67.0,153.0,27.0,73.0,21.0,6.0,-6.0,133.0]",174.0
"[33.0,67.0,262.0,27.0,53.0,0.0,6.0,14.0,259.33]",262.0
"[33.0,68.0,89.0,32.0,41.0,-19.0,1.0,27.0,82.33]",70.0
"[33.0,69.0,26.0,22.0,32.0,2.0,11.0,37.0,26.33]",28.0
"[33.0,69.0,67.0,32.0,38.0,-10.0,1.0,31.0,66.67]",57.0
"[33.0,70.0,69.0,23.0,74.0,9.0,10.0,-4.0,79.33]",78.0
"[33.0,70.0,96.0,23.0,59.0,-19.0,10.0,11.0,96.67]",77.0
"[33.0,70.0,100.25404591644713,23.0,37.0,0.0,10.0,33.0,100.25]",100.25404591644713
"[33.0,70.0,108.0,23.0,58.0,-2.0,10.0,12.0,102.67]",106.0
"[33.0,71.0,30.0,32.0,76.0,-2.0,1.0,-5.0,32.33]",28.0
"[33.0,71.0,131.0,31.0,46.0,-6.0,2.0,25.0,131.0]",125.0
"[33.0,72.0,87.0,29.0,76.0,13.0,4.0,-4.0,89.67]",100.0
"[33.0,73.0,50.0,31.0,79.0,9.0,2.0,-6.0,52.0]",59.0
"[33.0,73.0,54.0,22.0,40.0,0.0,11.0,33.0,50.67]",54.0
"[33.0,74.0,100.25404591644713,35.0,43.0,0.0,-2.0,31.0,100.25]",100.25404591644713
"[33.0,75.0,38.0,33.0,61.0,-7.0,0.0,14.0,32.33]",31.0
"[33.0,75.0,62.0,23.0,39.0,18.0,10.0,36.0,67.33]",80.0
"[33.0,76.0,74.0,33.0,78.0,5.0,0.0,-2.0,71.0]",79.0
"[33.0,76.0,132.0,28.0,66.0,-18.0,5.0,10.0,125.67]",114.0
"[33.0,77.0,38.0,35.0,67.0,3.0,-2.0,10.0,37.0]",41.0
"[33.0,77.0,51.0,24.0,31.0,-23.0,9.0,46.0,52.67]",28.0
"[33.0,77.0,64.0,31.0,63.0,-23.0,2.0,14.0,59.67]",41.0
"[33.0,77.0,83.0,25.0,42.0,-19.0,8.0,35.0,78.0]",64.0
"[33.0,77.0,88.0,29.0,76.0,12.0,4.0,1.0,89.0]",100.0
"[33.0,78.0,64.0,31.0,43.0,-18.0,2.0,35.0,59.0]",46.0
"[33.0,79.0,48.0,32.0,33.0,-5.0,1.0,46.0,46.33]",43.0
"[33.0,80.0,77.0,33.0,50.0,7.0,0.0,30.0,78.0]",84.0
"[33.0,80.0,84.0,22.0,59.0,-16.0,11.0,21.0,72.0]",68.0
"[33.0,80.0,109.0,22.0,73.0,64.0,11.0,7.0,119.33]",173.0
"[34.0,30.0,46.0,22.0,43.0,3.0,12.0,-13.0,50.67]",49.0
"[34.0,30.0,72.0,22.0,39.0,-11.0,12.0,-9.0,70.0]",61.0
"[34.0,30.0,72.0,26.0,43.0,10.0,8.0,-13.0,77.67]",82.0
"[34.0,31.0,62.0,26.0,66.0,-9.0,8.0,-35.0,64.0]",53.0
"[34.0,31.0,70.0,35.0,60.0,14.0,-1.0,-29.0,72.67]",84.0
"[34.0,31.0,208.0,23.0,80.0,5.0,11.0,-49.0,233.0]",213.0
"[34.0,32.0,42.0,28.0,56.0,-7.0,6.0,-24.0,37.33]",35.0
"[34.0,32.0,100.25404591644713,24.0,74.0,0.0,10.0,-42.0,100.25]",100.25404591644713
"[34.0,33.0,41.0,27.0,75.0,9.0,7.0,-42.0,40.0]",50.0
"[34.0,33.0,154.0,28.0,55.0,-53.745954083552874,6.0,-22.0,133.08]",100.25404591644713
"[34.0,35.0,70.0,25.0,39.0,0.0,9.0,-4.0,72.0]",70.0
"[34.0,35.0,98.0,28.0,45.0,10.0,6.0,-10.0,101.67]",108.0
"[34.0,35.0,100.25404591644713,27.0,30.0,0.0,7.0,5.0,100.25]",100.25404591644713
"[34.0,35.0,242.0,22.0,32.0,-23.0,12.0,3.0,229.33]",219.0
"[34.0,36.0,26.0,29.0,58.0,-2.0,5.0,-22.0,26.67]",24.0
"[34.0,36.0,93.0,21.0,62.0,26.0,13.0,-26.0,99.0]",119.0
"[34.0,36.0,157.0,26.0,73.0,26.0,8.0,-37.0,161.0]",183.0
"[34.0,36.0,280.0,35.0,40.0,13.0,-1.0,-4.0,273.0]",293.0
"[34.0,37.0,28.0,33.0,77.0,-8.0,1.0,-40.0,33.0]",20.0
"[34.0,37.0,60.0,32.0,44.0,-5.0,2.0,-7.0,62.0]",55.0
"[34.0,37.0,132.0,29.0,64.0,9.0,5.0,-27.0,134.0]",141.0
"[34.0,37.0,209.0,28.0,62.0,-30.0,6.0,-25.0,197.33]",179.0
"[34.0,38.0,43.0,34.0,46.0,8.0,0.0,-8.0,49.33]",51.0
"[34.0,38.0,89.0,25.0,80.0,3.0,9.0,-42.0,89.67]",92.0
"[34.0,38.0,116.0,20.0,37.0,-4.0,14.0,1.0,123.67]",112.0
"[34.0,39.0,48.0,31.0,34.0,16.0,3.0,5.0,52.67]",64.0
"[34.0,39.0,78.0,31.0,74.0,-4.0,3.0,-35.0,81.0]",74.0
"[34.0,39.0,103.0,34.0,44.0,-1.0,0.0,-5.0,104.0]",102.0
"[34.0,39.0,195.0,22.0,74.0,-11.0,12.0,-35.0,184.33]",184.0
"[34.0,40.0,34.0,34.0,31.0,14.0,0.0,9.0,36.67]",48.0
"[34.0,40.0,82.0,20.0,72.0,-22.0,14.0,-32.0,72.67]",60.0
"[34.0,40.0,98.0,27.0,34.0,4.0,7.0,6.0,97.67]",102.0
"[34.0,41.0,296.0,32.0,56.0,-85.0,2.0,-15.0,261.33]",211.0
"[34.0,42.0,125.0,23.0,48.0,28.0,11.0,-6.0,136.0]",153.0
"[34.0,42.0,265.0,31.0,53.0,-31.0,3.0,-11.0,253.0]",234.0
"[34.0,43.0,48.0,25.0,80.0,-5.0,9.0,-37.0,51.67]",43.0
"[34.0,43.0,74.0,26.0,53.0,9.0,8.0,-10.0,73.67]",83.0
"[34.0,43.0,102.0,34.0,40.0,-13.0,0.0,3.0,96.33]",89.0
"[34.0,43.0,220.0,24.0,69.0,-20.0,10.0,-26.0,213.0]",200.0
"[34.0,43.0,345.0,28.0,58.0,-70.0,6.0,-15.0,327.33]",275.0
"[34.0,44.0,93.0,32.0,62.0,4.0,2.0,-18.0,81.33]",97.0
"[34.0,46.0,54.0,33.0,73.0,-11.0,1.0,-27.0,50.33]",43.0
"[34.0,46.0,214.0,24.0,57.0,16.0,10.0,-11.0,217.33]",230.0
"[34.0,46.0,338.0,20.0,75.0,1.0,14.0,-29.0,339.33]",339.0
"[34.0,47.0,48.0,31.0,35.0,7.0,3.0,12.0,55.33]",55.0
"[34.0,47.0,54.0,26.0,39.0,-6.0,8.0,8.0,54.67]",48.0
"[34.0,47.0,104.0,23.0,37.0,19.0,11.0,10.0,101.33]",123.0
"[34.0,47.0,133.0,29.0,42.0,-15.0,5.0,5.0,127.67]",118.0
"[34.0,48.0,38.0,32.0,58.0,-1.0,2.0,-10.0,38.67]",37.0
"[34.0,48.0,52.0,30.0,59.0,16.0,4.0,-11.0,57.0]",68.0
"[34.0,48.0,100.0,24.0,79.0,14.0,10.0,-31.0,104.0]",114.0
"[34.0,48.0,166.0,22.0,40.0,-31.0,12.0,8.0,153.67]",135.0
"[34.0,49.0,39.0,25.0,32.0,21.0,9.0,17.0,45.0]",60.0
"[34.0,49.0,130.0,32.0,60.0,6.0,2.0,-11.0,134.0]",136.0
"[34.0,49.0,196.0,30.0,34.0,21.0,4.0,15.0,205.33]",217.0
"[34.0,50.0,35.0,34.0,32.0,0.0,0.0,18.0,37.33]",35.0
"[34.0,50.0,92.0,31.0,60.0,36.0,3.0,-10.0,100.33]",128.0
"[34.0,50.0,109.0,34.0,55.0,23.0,0.0,-5.0,115.67]",132.0
"[34.0,50.0,122.0,22.0,80.0,-19.0,12.0,-30.0,125.33]",103.0
"[34.0,50.0,267.0,35.0,69.0,34.0,-1.0,-19.0,296.0]",301.0
"[34.0,51.0,65.0,34.0,44.0,69.0,0.0,7.0,95.33]",134.0
"[34.0,51.0,102.0,31.0,72.0,-4.0,3.0,-21.0,103.67]",98.0
"[34.0,51.0,211.0,26.0,34.0,-8.0,8.0,17.0,212.0]",203.0
"[34.0,52.0,283.0,35.0,31.0,30.0,-1.0,21.0,291.33]",313.0
"[34.0,53.0,126.0,29.0,31.0,2.0,5.0,22.0,124.0]",128.0
"[34.0,55.0,106.0,25.0,72.0,3.0,9.0,-17.0,101.67]",109.0
"[34.0,55.0,118.0,21.0,35.0,6.0,13.0,20.0,122.0]",124.0
"[34.0,55.0,120.0,24.0,74.0,6.0,10.0,-19.0,120.33]",126.0
"[34.0,56.0,29.0,26.0,70.0,-5.0,8.0,-14.0,51.08]",24.0
"[34.0,56.0,32.0,25.0,51.0,11.0,9.0,5.0,39.67]",43.0
"[34.0,56.0,52.0,33.0,68.0,4.0,1.0,-12.0,53.0]",56.0
"[34.0,56.0,116.0,27.0,78.0,-2.0,7.0,-22.0,114.67]",114.0
"[34.0,57.0,36.0,26.0,70.0,0.0,8.0,-13.0,33.0]",36.0
"[34.0,57.0,76.0,23.0,66.0,-34.0,11.0,-9.0,48.67]",42.0
"[34.0,57.0,111.0,20.0,62.0,5.0,14.0,-5.0,109.67]",116.0
"[34.0,57.0,291.0,24.0,56.0,-156.0,10.0,1.0,168.67]",135.0
"[34.0,58.0,28.0,21.0,66.0,19.0,13.0,-8.0,42.33]",47.0
"[34.0,58.0,76.0,22.0,39.0,-30.0,12.0,19.0,75.0]",46.0
"[34.0,59.0,33.0,32.0,42.0,-9.0,2.0,17.0,38.67]",24.0
"[34.0,59.0,69.0,21.0,49.0,35.0,13.0,10.0,74.0]",104.0
"[34.0,59.0,202.0,35.0,71.0,2.0,-1.0,-12.0,200.67]",204.0
"[34.0,59.0,318.0,31.0,68.0,-39.0,3.0,-9.0,306.0]",279.0
"[34.0,60.0,32.0,21.0,38.0,-5.0,13.0,22.0,29.67]",27.0
"[34.0,60.0,61.0,27.0,39.0,12.0,7.0,21.0,60.67]",73.0
"[34.0,60.0,63.0,34.0,54.0,-3.0,0.0,6.0,56.67]",60.0
"[34.0,60.0,100.0,30.0,36.0,24.0,4.0,24.0,107.67]",124.0
"[34.0,60.0,100.25404591644713,32.0,43.0,90.74595408355287,2.0,17.0,155.08]",191.0
"[34.0,61.0,32.0,29.0,74.0,4.0,5.0,-13.0,31.67]",36.0
"[34.0,61.0,59.0,35.0,60.0,-6.0,-1.0,1.0,60.33]",53.0
"[34.0,61.0,291.0,30.0,67.0,-81.0,4.0,-6.0,269.67]",210.0
"[34.0,62.0,20.0,31.0,44.0,5.0,3.0,18.0,22.0]",25.0
"[34.0,62.0,27.0,24.0,59.0,1.0,10.0,3.0,32.33]",28.0
"[34.0,62.0,81.0,35.0,32.0,62.0,-1.0,30.0,94.0]",143.0
"[34.0,63.0,37.0,30.0,80.0,-6.0,4.0,-17.0,33.33]",31.0
"[34.0,63.0,46.0,33.0,50.0,-4.0,1.0,13.0,45.0]",42.0
"[34.0,63.0,59.0,32.0,79.0,10.0,2.0,-16.0,54.67]",69.0
"[34.0,63.0,116.0,34.0,76.0,-15.0,0.0,-13.0,116.33]",101.0
"[34.0,64.0,34.0,20.0,64.0,3.0,14.0,0.0,33.33]",37.0
"[34.0,64.0,42.0,33.0,43.0,2.0,1.0,21.0,49.0]",44.0
"[34.0,64.0,45.0,32.0,68.0,12.0,2.0,-4.0,50.67]",57.0
"[34.0,64.0,48.0,28.0,59.0,9.0,6.0,5.0,48.0]",57.0
"[34.0,66.0,18.0,27.0,65.0,-5.0,7.0,1.0,16.67]",13.0
"[34.0,66.0,32.0,20.0,48.0,5.0,14.0,18.0,30.67]",37.0
"[34.0,66.0,168.0,29.0,58.0,18.0,5.0,8.0,161.33]",186.0
"[34.0,66.0,265.0,28.0,50.0,-4.0,6.0,16.0,254.33]",261.0
"[34.0,67.0,45.0,21.0,67.0,-16.0,13.0,0.0,46.67]",29.0
"[34.0,67.0,89.0,25.0,52.0,-47.0,9.0,15.0,75.0]",42.0
"[34.0,67.0,144.0,27.0,43.0,-23.0,7.0,24.0,129.33]",121.0
"[34.0,67.0,301.0,34.0,50.0,20.0,0.0,17.0,296.33]",321.0
"[34.0,68.0,25.0,22.0,61.0,22.0,12.0,7.0,31.33]",47.0
"[34.0,68.0,32.0,32.0,60.0,6.0,2.0,8.0,34.0]",38.0
"[34.0,68.0,43.0,33.0,76.0,-3.0,1.0,-8.0,40.0]",40.0
"[34.0,68.0,56.0,35.0,66.0,0.0,-1.0,2.0,60.33]",56.0
"[34.0,68.0,79.0,24.0,31.0,-27.0,10.0,37.0,63.33]",52.0
"[34.0,68.0,82.0,34.0,30.0,2.0,0.0,38.0,79.33]",84.0
"[34.0,68.0,128.0,35.0,57.0,-10.0,-1.0,11.0,126.0]",118.0
"[34.0,68.0,148.0,29.0,66.0,-52.0,5.0,2.0,109.33]",96.0
"[34.0,69.0,119.0,21.0,80.0,-6.0,13.0,-11.0,116.0]",113.0
"[34.0,70.0,107.0,27.0,73.0,21.0,7.0,-3.0,110.67]",128.0
"[34.0,70.0,109.0,31.0,41.0,6.0,3.0,29.0,111.33]",115.0
"[34.0,71.0,71.0,32.0,64.0,-7.0,2.0,7.0,61.0]",64.0
"[34.0,71.0,76.0,29.0,77.0,1.0,5.0,-6.0,75.0]",77.0
"[34.0,71.0,232.0,23.0,49.0,0.0,11.0,22.0,229.67]",232.0
"[34.0,72.0,18.0,33.0,58.0,3.0,1.0,14.0,23.67]",21.0
"[34.0,72.0,45.0,28.0,60.0,-9.0,6.0,12.0,46.67]",36.0
"[34.0,72.0,85.0,23.0,78.0,5.0,11.0,-6.0,84.33]",90.0
"[34.0,72.0,105.0,33.0,44.0,16.0,1.0,28.0,111.33]",121.0
"[34.0,72.0,137.0,34.0,72.0,14.0,0.0,0.0,139.0]",151.0
"[34.0,73.0,59.0,33.0,73.0,5.0,1.0,0.0,57.67]",64.0
"[34.0,73.0,70.0,30.0,56.0,13.0,4.0,17.0,74.67]",83.0
"[34.0,73.0,72.0,25.0,45.0,2.0,9.0,28.0,69.33]",74.0
"[34.0,73.0,86.0,35.0,47.0,-13.0,-1.0,26.0,77.33]",73.0
"[34.0,73.0,137.0,22.0,49.0,22.0,12.0,24.0,150.33]",159.0
"[34.0,73.0,165.0,23.0,51.0,1.0,11.0,22.0,162.67]",166.0
"[34.0,74.0,106.0,33.0,40.0,14.0,1.0,34.0,107.0]",120.0
"[34.0,75.0,158.0,33.0,50.0,6.0,1.0,25.0,167.67]",164.0
"[34.0,76.0,25.0,31.0,70.0,53.0,3.0,6.0,43.0]",78.0
"[34.0,76.0,66.0,24.0,73.0,-28.0,10.0,3.0,70.0]",38.0
"[34.0,77.0,63.0,32.0,78.0,24.0,2.0,-1.0,69.67]",87.0
"[34.0,77.0,90.0,26.0,47.0,-9.0,8.0,30.0,101.0]",81.0
"[34.0,77.0,121.0,34.0,67.0,-10.0,0.0,10.0,125.33]",111.0
"[34.0,78.0,83.0,34.0,43.0,-1.0,0.0,35.0,79.67]",82.0
"[34.0,79.0,65.0,29.0,44.0,17.0,5.0,35.0,71.67]",82.0
"[34.0,80.0,40.0,24.0,59.0,-7.0,10.0,21.0,47.0]",33.0
"[34.0,80.0,55.0,23.0,41.0,-2.0,11.0,39.0,53.0]",53.0
"[34.0,80.0,94.0,33.0,50.0,3.0,1.0,30.0,93.67]",97.0
"[34.0,80.0,107.0,24.0,40.0,-29.0,10.0,40.0,98.67]",78.0
"[35.0,30.0,26.0,31.0,50.0,16.0,4.0,-20.0,34.33]",42.0
"[35.0,30.0,238.0,31.0,53.0,-49.0,4.0,-23.0,229.33]",189.0
"[35.0,31.0,43.0,24.0,70.0,26.0,11.0,-39.0,46.33]",69.0
"[35.0,31.0,51.0,27.0,62.0,-15.0,8.0,-31.0,53.67]",36.0
"[35.0,31.0,65.0,31.0,43.0,4.0,4.0,-12.0,65.0]",69.0
"[35.0,31.0,74.0,34.0,73.0,8.0,1.0,-42.0,76.0]",82.0
"[35.0,31.0,206.0,33.0,50.0,-10.0,2.0,-19.0,201.67]",196.0
"[35.0,31.0,275.0,31.0,79.0,-50.0,4.0,-48.0,257.67]",225.0
"[35.0,31.0,278.0,21.0,62.0,5.0,14.0,-31.0,283.0]",283.0
"[35.0,31.0,364.0,33.0,57.0,-69.0,2.0,-26.0,351.67]",295.0
"[35.0,32.0,58.0,21.0,45.0,23.0,14.0,-13.0,60.0]",81.0
"[35.0,32.0,174.0,35.0,79.0,13.0,0.0,-47.0,181.33]",187.0
"[35.0,33.0,69.0,28.0,59.0,-8.0,7.0,-26.0,61.33]",61.0
"[35.0,33.0,70.0,31.0,69.0,-24.0,4.0,-36.0,63.0]",46.0
"[35.0,33.0,70.0,32.0,73.0,11.0,3.0,-40.0,72.33]",81.0
"[35.0,33.0,128.0,21.0,66.0,-16.0,14.0,-33.0,142.33]",112.0
"[35.0,33.0,225.0,31.0,62.0,-15.0,4.0,-29.0,222.33]",210.0
"[35.0,34.0,257.0,29.0,47.0,20.0,6.0,-13.0,254.67]",277.0
"[35.0,35.0,57.0,20.0,31.0,4.0,15.0,4.0,53.67]",61.0
"[35.0,36.0,59.0,20.0,56.0,2.0,15.0,-20.0,61.0]",61.0
"[35.0,38.0,195.0,24.0,39.0,-8.0,11.0,-1.0,187.67]",187.0
"[35.0,39.0,40.0,28.0,44.0,-10.0,7.0,-5.0,37.67]",30.0
"[35.0,39.0,81.0,32.0,76.0,14.0,3.0,-37.0,85.33]",95.0
"[35.0,40.0,34.0,32.0,76.0,-8.0,3.0,-36.0,37.67]",26.0
"[35.0,40.0,54.0,26.0,70.0,14.0,9.0,-30.0,57.67]",68.0
"[35.0,40.0,81.0,35.0,33.0,-10.0,0.0,7.0,74.0]",71.0
"[35.0,40.0,104.0,29.0,47.0,7.0,6.0,-7.0,96.33]",111.0
"[35.0,40.0,117.0,29.0,40.0,-11.0,6.0,0.0,118.33]",106.0
"[35.0,40.0,170.0,29.0,62.0,23.0,6.0,-22.0,172.33]",193.0
"[35.0,41.0,146.0,31.0,42.0,-3.0,4.0,-1.0,140.33]",143.0
"[35.0,41.0,183.0,27.0,80.0,-9.0,8.0,-39.0,184.67]",174.0
"[35.0,42.0,48.0,27.0,52.0,-2.0,8.0,-10.0,44.33]",46.0
"[35.0,42.0,77.0,20.0,50.0,-5.0,15.0,-8.0,66.0]",72.0
"[35.0,43.0,76.0,24.0,73.0,4.0,11.0,-30.0,76.67]",80.0
"[35.0,43.0,100.25404591644713,21.0,39.0,0.0,14.0,4.0,100.25]",100.25404591644713
"[35.0,43.0,100.25404591644713,29.0,52.0,0.0,6.0,-9.0,128.84]",100.25404591644713
"[35.0,44.0,73.0,34.0,73.0,-20.0,1.0,-29.0,70.67]",53.0
"[35.0,44.0,167.0,31.0,75.0,2.0,4.0,-31.0,171.67]",169.0
"[35.0,45.0,172.0,30.0,62.0,-9.0,5.0,-17.0,169.33]",163.0
"[35.0,45.0,175.0,25.0,53.0,52.0,10.0,-8.0,181.33]",227.0
"[35.0,46.0,67.0,26.0,36.0,11.0,9.0,10.0,71.67]",78.0
"[35.0,46.0,71.0,34.0,56.0,-10.0,1.0,-10.0,66.33]",61.0
"[35.0,46.0,102.0,27.0,75.0,-4.0,8.0,-29.0,106.67]",98.0
"[35.0,46.0,113.0,30.0,35.0,-4.0,5.0,11.0,108.67]",109.0
"[35.0,47.0,32.0,25.0,69.0,-5.0,10.0,-22.0,35.67]",27.0
"[35.0,47.0,47.0,26.0,53.0,-11.0,9.0,-6.0,49.33]",36.0
"[35.0,47.0,73.0,31.0,69.0,13.0,4.0,-22.0,74.33]",86.0
"[35.0,47.0,77.0,26.0,33.0,-3.0,9.0,14.0,74.67]",74.0
"[35.0,47.0,139.0,29.0,48.0,-16.0,6.0,-1.0,127.33]",123.0
"[35.0,49.0,79.0,22.0,68.0,-3.0,13.0,-19.0,82.67]",76.0
"[35.0,50.0,52.0,26.0,66.0,-13.0,9.0,-16.0,48.0]",39.0
"[35.0,50.0,100.25404591644713,23.0,65.0,-23.254045916447126,12.0,-15.0,92.5]",77.0
"[35.0,51.0,44.0,23.0,74.0,9.0,12.0,-23.0,47.0]",53.0
"[35.0,51.0,63.0,23.0,79.0,-4.0,12.0,-28.0,63.67]",59.0
"[35.0,51.0,371.0,25.0,56.0,-30.0,10.0,-5.0,362.0]",341.0
"[35.0,52.0,22.0,20.0,67.0,-3.0,15.0,-15.0,31.33]",19.0
"[35.0,52.0,62.0,20.0,66.0,11.0,15.0,-14.0,61.33]",73.0
"[35.0,52.0,100.25404591644713,26.0,39.0,0.0,9.0,13.0,100.25]",100.25404591644713
"[35.0,52.0,115.0,34.0,70.0,-4.0,1.0,-18.0,111.67]",111.0
"[35.0,53.0,116.0,32.0,35.0,13.0,3.0,18.0,117.33]",129.0
"[35.0,54.0,47.0,29.0,71.0,5.0,6.0,-17.0,49.67]",52.0
"[35.0,55.0,69.0,26.0,56.0,-2.0,9.0,-1.0,68.0]",67.0
